,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2256747,2008,4,3,4,1601.0,1605,1756.0,1811,9E,5826,87219E,115.0,126.0,93.0,-15.0,-4.0,ORF,DTW,529,8.0,14.0,0,,0,,,,,
3115194,2008,6,8,7,2120.0,1945,2353.0,2212,XE,2877,N24103,213.0,207.0,163.0,101.0,95.0,EWR,MSP,1008,6.0,44.0,0,,0,13.0,0.0,6.0,0.0,82.0
4548310,2008,8,25,1,609.0,615,1059.0,1109,DL,744,N602DL,170.0,174.0,149.0,-10.0,-6.0,DEN,ATL,1199,8.0,13.0,0,,0,,,,,
6400189,2008,11,1,6,1437.0,1330,1656.0,1535,AS,346,N771AS,139.0,125.0,117.0,81.0,67.0,SEA,OAK,671,3.0,19.0,0,,0,0.0,0.0,14.0,67.0,0.0
3672391,2008,7,23,3,1759.0,1740,1902.0,1900,WN,1428,N494WN,63.0,80.0,44.0,2.0,19.0,LAS,PHX,256,5.0,14.0,0,,0,,,,,
1862556,2008,4,24,4,632.0,635,906.0,925,WN,2118,N467WN,154.0,170.0,140.0,-19.0,-3.0,PVD,MCO,1073,3.0,11.0,0,,0,,,,,
3622045,2008,7,8,2,2143.0,2010,2239.0,2115,WN,1855,N798SW,56.0,65.0,47.0,84.0,93.0,LAX,SJC,308,3.0,6.0,0,,0,0.0,0.0,5.0,0.0,79.0
5907240,2008,10,23,4,1115.0,1058,1452.0,1456,CO,358,N73291,157.0,178.0,135.0,-4.0,17.0,IAH,DCA,1208,4.0,18.0,0,,0,,,,,
3936324,2008,7,22,2,907.0,915,952.0,958,EV,4214,N850AS,45.0,43.0,29.0,-6.0,-8.0,LEX,CVG,70,5.0,11.0,0,,0,,,,,
4133062,2008,7,16,3,1007.0,950,1131.0,1120,AA,1637,N570AA,204.0,210.0,183.0,11.0,17.0,ORD,TUS,1437,5.0,16.0,0,,0,,,,,
1648244,2008,3,23,7,1527.0,1527,1648.0,1640,9E,5648,80349E,81.0,73.0,45.0,8.0,0.0,MSP,DSM,232,5.0,31.0,0,,0,,,,,
1709716,2008,3,30,7,2123.0,1955,2335.0,2210,AA,2374,N437AA,132.0,135.0,109.0,85.0,88.0,DFW,ORD,802,8.0,15.0,0,,0,79.0,0.0,0.0,0.0,6.0
5724224,2008,10,17,5,1758.0,1805,2057.0,2105,FL,349,N944AT,119.0,120.0,102.0,-8.0,-7.0,MKE,ATL,669,9.0,8.0,0,,0,,,,,
1104409,2008,2,25,1,1847.0,1850,1923.0,1927,AQ,232,N843AL,36.0,37.0,23.0,-4.0,-3.0,HNL,OGG,100,3.0,10.0,0,,0,,,,,
6640084,2008,12,8,1,1314.0,1320,1432.0,1454,OO,5804,N979SW,78.0,94.0,64.0,-22.0,-6.0,FSD,ORD,462,6.0,8.0,0,,0,,,,,
3151852,2008,6,8,7,1135.0,1144,1421.0,1430,OH,5670,N924CA,106.0,106.0,80.0,-9.0,-9.0,MCI,CVG,539,1.0,25.0,0,,0,,,,,
3472410,2008,6,6,5,1904.0,1835,2135.0,2110,9E,5939,80309E,91.0,95.0,63.0,25.0,29.0,MEM,IND,381,17.0,11.0,0,,0,0.0,0.0,0.0,0.0,25.0
1782212,2008,3,10,1,1828.0,1830,1941.0,1948,DL,1931,N911DE,73.0,78.0,51.0,-7.0,-2.0,BOS,LGA,185,4.0,18.0,0,,0,,,,,
6302739,2008,11,15,6,553.0,600,638.0,650,MQ,4242,N657MQ,45.0,50.0,23.0,-12.0,-7.0,MSN,ORD,109,5.0,17.0,0,,0,,,,,
3151287,2008,6,7,6,820.0,820,1108.0,1019,OH,5588,N929CA,168.0,119.0,75.0,49.0,0.0,JFK,PIT,340,12.0,81.0,0,,0,0.0,0.0,49.0,0.0,0.0
5686777,2008,10,28,2,1610.0,1605,1845.0,1846,EV,5137,N937EV,95.0,101.0,76.0,-1.0,5.0,SHV,ATL,552,12.0,7.0,0,,0,,,,,
6472365,2008,12,5,5,1858.0,1855,2006.0,2015,WN,184,N511SW,68.0,80.0,53.0,-9.0,3.0,ELP,PHX,347,8.0,7.0,0,,0,,,,,
1028378,2008,2,29,5,1905.0,1905,2028.0,2035,NW,1535,N940N,83.0,90.0,59.0,-7.0,0.0,MSP,MCI,393,8.0,16.0,0,,0,,,,,
4069052,2008,7,11,5,635.0,630,833.0,807,NW,1279,N378NW,178.0,157.0,152.0,26.0,5.0,DCA,MSP,931,9.0,17.0,0,,0,0.0,0.0,26.0,0.0,0.0
5674484,2008,10,24,5,1718.0,1605,1930.0,1754,DL,734,N903DA,132.0,109.0,78.0,96.0,73.0,ATL,BWI,576,9.0,45.0,0,,0,60.0,0.0,23.0,0.0,13.0
2401143,2008,5,7,3,934.0,935,1330.0,1340,WN,3489,N304SW,176.0,185.0,163.0,-10.0,-1.0,AUS,BWI,1342,3.0,10.0,0,,0,,,,,
6111041,2008,11,29,6,1253.0,1301,1523.0,1529,OO,5839,N906SW,90.0,88.0,73.0,-6.0,-8.0,DEN,TUL,541,4.0,13.0,0,,0,,,,,
6774692,2008,12,12,5,1105.0,1110,1309.0,1300,EV,4924,N849AS,64.0,50.0,37.0,9.0,-5.0,MGM,ATL,147,9.0,18.0,0,,0,,,,,
2214005,2008,4,10,4,2003.0,1845,2354.0,2204,NW,398,N371NW,171.0,139.0,119.0,110.0,78.0,MSP,DCA,931,6.0,46.0,0,,0,33.0,14.0,32.0,0.0,31.0
2270619,2008,4,18,5,1314.0,1315,1558.0,1600,AA,498,N599AA,104.0,105.0,76.0,-2.0,-1.0,COS,DFW,592,10.0,18.0,0,,0,,,,,
3690292,2008,7,28,1,1300.0,1305,1400.0,1405,WN,2563,N421LV,60.0,60.0,48.0,-5.0,-5.0,PIT,BWI,210,2.0,10.0,0,,0,,,,,
6833172,2008,12,27,6,847.0,830,939.0,925,MQ,3945,N661MQ,52.0,55.0,26.0,14.0,17.0,ORD,BMI,116,3.0,23.0,0,,0,,,,,
6865300,2008,12,22,1,1712.0,1715,1832.0,1833,NW,1011,N787NC,80.0,78.0,40.0,-1.0,-3.0,DTW,IND,231,9.0,31.0,0,,0,,,,,
4840881,2008,8,14,4,2247.0,2251,658.0,729,DL,648,N377DA,311.0,338.0,289.0,-31.0,-4.0,LAX,JFK,2475,1.0,21.0,0,,0,,,,,
3061862,2008,6,22,7,1632.0,1630,1735.0,1735,WN,1148,N706SW,63.0,65.0,42.0,0.0,2.0,PHX,LAS,256,6.0,15.0,0,,0,,,,,
4693542,2008,8,15,5,1524.0,1528,1600.0,1615,9E,2873,89329E,96.0,107.0,76.0,-15.0,-4.0,DTW,BNA,457,5.0,15.0,0,,0,,,,,
6690509,2008,12,29,1,1513.0,1441,2029.0,2023,UA,1522,N470UA,196.0,222.0,170.0,6.0,32.0,LAS,ORD,1515,11.0,15.0,0,,0,,,,,
5871995,2008,10,8,3,1453.0,1455,1604.0,1600,AA,2353,N577AA,71.0,65.0,44.0,4.0,-2.0,SAT,DFW,247,14.0,13.0,0,,0,,,,,
2858929,2008,5,17,6,1113.0,1125,1229.0,1250,9E,5760,86839E,76.0,85.0,55.0,-21.0,-12.0,TUL,MEM,342,8.0,13.0,0,,0,,,,,
3553640,2008,6,29,7,559.0,605,838.0,845,B6,20,N516JB,159.0,160.0,137.0,-7.0,-6.0,TPA,JFK,1005,7.0,15.0,0,,0,,,,,
1747094,2008,3,3,1,1410.0,1415,1540.0,1554,CO,325,N26226,90.0,99.0,71.0,-14.0,-5.0,EWR,CLE,404,6.0,13.0,0,,0,,,,,
1187202,2008,3,6,4,1705.0,1705,1806.0,1815,WN,2452,N699SW,61.0,70.0,50.0,-9.0,0.0,ONT,SJC,333,3.0,8.0,0,,0,,,,,
3325656,2008,6,17,2,714.0,715,903.0,910,EV,4504,N923EV,109.0,115.0,92.0,-7.0,-1.0,ATL,DTW,594,6.0,11.0,0,,0,,,,,
3555853,2008,6,9,1,1558.0,1515,1836.0,1807,CO,502,N59630,158.0,172.0,131.0,29.0,43.0,ORD,IAH,925,6.0,21.0,0,,0,0.0,0.0,4.0,0.0,25.0
2039101,2008,4,6,7,756.0,805,908.0,911,UA,1483,N408UA,72.0,66.0,45.0,-3.0,-9.0,LAS,LAX,236,11.0,16.0,0,,0,,,,,
3938191,2008,7,17,4,2000.0,1754,2120.0,1925,EV,4265,N630AS,80.0,91.0,56.0,115.0,126.0,HHH,ATL,239,9.0,15.0,0,,0,115.0,0.0,0.0,0.0,0.0
5801764,2008,10,15,3,822.0,826,1055.0,1110,NW,1732,N770NC,93.0,104.0,75.0,-15.0,-4.0,MEM,CMH,518,6.0,12.0,0,,0,,,,,
5262316,2008,9,13,6,1417.0,1420,1639.0,1655,9E,5720,86969E,82.0,95.0,57.0,-16.0,-3.0,MEM,IND,381,8.0,17.0,0,,0,,,,,
220031,2008,1,26,6,1342.0,1305,1502.0,1429,UA,65,N848UA,80.0,84.0,64.0,33.0,37.0,SNA,SFO,372,8.0,8.0,0,,0,0.0,0.0,0.0,0.0,33.0
2952980,2008,5,11,7,1245.0,1245,1351.0,1356,CO,1560,N75858,66.0,71.0,46.0,-5.0,0.0,IAH,MSY,305,6.0,14.0,0,,0,,,,,
3088932,2008,6,30,1,1333.0,1300,1604.0,1530,WN,3077,N628SW,91.0,90.0,78.0,34.0,33.0,PHX,SLC,507,4.0,9.0,0,,0,33.0,0.0,1.0,0.0,0.0
5809014,2008,10,10,5,916.0,921,934.0,945,9E,3712,87189E,78.0,84.0,55.0,-11.0,-5.0,DTW,ATW,297,4.0,19.0,0,,0,,,,,
4454827,2008,8,1,5,2037.0,2035,2356.0,2359,UA,33,N557UA,379.0,384.0,310.0,-3.0,2.0,JFK,LAX,2475,8.0,61.0,0,,0,,,,,
4549078,2008,8,25,1,947.0,955,1536.0,1544,DL,1624,N906DA,229.0,229.0,197.0,-8.0,-8.0,SLC,CLE,1565,4.0,28.0,0,,0,,,,,
4972742,2008,9,21,7,1622.0,1420,1738.0,1555,YV,7157,N503MJ,76.0,95.0,64.0,103.0,122.0,IAD,BOS,413,3.0,9.0,0,,0,103.0,0.0,0.0,0.0,0.0
990960,2008,2,1,5,1441.0,1420,1608.0,1535,MQ,4244,N623AE,87.0,75.0,50.0,33.0,21.0,DSM,ORD,299,28.0,9.0,0,,0,0.0,13.0,12.0,0.0,8.0
6123059,2008,11,5,3,1805.0,1817,1922.0,1945,OO,6519,N935SW,77.0,88.0,50.0,-23.0,-12.0,SJC,LAX,308,12.0,15.0,0,,0,,,,,
4340756,2008,8,17,7,1310.0,1315,1706.0,1725,XE,3147,N14143,176.0,190.0,153.0,-19.0,-5.0,IAH,IAD,1190,6.0,17.0,0,,0,,,,,
6994476,2008,12,1,1,1939.0,1914,1958.0,1938,DL,975,N929DL,79.0,84.0,54.0,20.0,25.0,ATL,JAN,341,6.0,19.0,0,,0,20.0,0.0,0.0,0.0,0.0
4211942,2008,7,3,4,736.0,745,1057.0,1115,DL,993,N976DL,141.0,150.0,123.0,-18.0,-9.0,MSP,ATL,906,6.0,12.0,0,,0,,,,,
878043,2008,2,24,7,1937.0,1940,2208.0,2213,US,1044,N422US,151.0,153.0,132.0,-5.0,-3.0,TPA,PHL,920,6.0,13.0,0,,0,,,,,
6415762,2008,11,10,1,927.0,935,1050.0,1109,B6,4,N621JB,83.0,94.0,58.0,-19.0,-8.0,JFK,BUF,301,2.0,23.0,0,,0,,,,,
6822447,2008,12,27,6,1248.0,1225,1443.0,1415,MQ,3463,N918MQ,115.0,110.0,98.0,28.0,23.0,DFW,PIA,673,2.0,15.0,0,,0,0.0,23.0,5.0,0.0,0.0
3906174,2008,7,27,7,934.0,940,1053.0,1059,US,194,N660AW,79.0,79.0,54.0,-6.0,-6.0,SAN,PHX,304,8.0,17.0,0,,0,,,,,
774323,2008,2,7,4,1640.0,1630,1826.0,1812,OO,1996,N812SK,106.0,102.0,70.0,14.0,10.0,ATL,PIT,526,7.0,29.0,0,,0,,,,,
2850227,2008,5,15,4,840.0,842,939.0,940,9E,3743,86049E,59.0,58.0,31.0,-1.0,-2.0,DTW,ERI,163,6.0,22.0,0,,0,,,,,
3898849,2008,7,22,2,949.0,955,1124.0,1153,US,1910,N111US,95.0,118.0,75.0,-29.0,-6.0,CLT,LGA,544,5.0,15.0,0,,0,,,,,
3532511,2008,6,19,4,815.0,815,1044.0,1046,AS,602,N307AS,149.0,151.0,120.0,-2.0,0.0,SEA,LAS,866,12.0,17.0,0,,0,,,,,
378570,2008,1,17,4,1955.0,2000,2037.0,2043,HA,398,N481HA,42.0,43.0,27.0,-6.0,-5.0,HNL,KOA,163,4.0,11.0,0,,0,,,,,
747134,2008,2,29,5,1519.0,1427,1709.0,1600,YV,7115,N512MJ,110.0,93.0,63.0,69.0,52.0,DTW,IAD,383,8.0,39.0,0,,0,0.0,69.0,0.0,0.0,0.0
4765869,2008,8,26,2,948.0,950,1059.0,1115,AA,2495,N4WXAA,71.0,85.0,58.0,-16.0,-2.0,ORD,MCI,403,2.0,11.0,0,,0,,,,,
3518048,2008,6,29,7,1859.0,1850,1953.0,1940,AA,2048,N4XVAA,54.0,50.0,37.0,13.0,9.0,DFW,AUS,190,4.0,13.0,0,,0,,,,,
1668360,2008,3,10,1,637.0,635,924.0,920,AA,496,N400AA,107.0,105.0,87.0,4.0,2.0,ORD,DCA,612,6.0,14.0,0,,0,,,,,
3852890,2008,7,6,7,1137.0,1132,1404.0,1416,UA,661,N415UA,147.0,164.0,115.0,-12.0,5.0,SEA,LAX,954,13.0,19.0,0,,0,,,,,
5844632,2008,10,29,3,1213.0,1215,1347.0,1355,AA,1111,N522AA,154.0,160.0,138.0,-8.0,-2.0,TPA,DFW,929,8.0,8.0,0,,0,,,,,
3196268,2008,6,20,5,2029.0,1955,2134.0,2115,OO,2704,N983CA,125.0,140.0,106.0,19.0,34.0,RDU,MKE,689,5.0,14.0,0,,0,19.0,0.0,0.0,0.0,0.0
7007474,2008,12,11,4,657.0,700,1036.0,1003,DL,1577,N901DE,159.0,123.0,103.0,33.0,-3.0,MCI,ATL,692,26.0,30.0,0,,0,0.0,0.0,33.0,0.0,0.0
3817121,2008,7,24,4,932.0,940,1007.0,1020,OO,2729,N403SW,35.0,40.0,20.0,-13.0,-8.0,ATW,MKE,96,5.0,10.0,0,,0,,,,,
99640,2008,1,30,3,1540.0,1545,1715.0,1711,XE,73,N11189,215.0,206.0,202.0,4.0,-5.0,OMA,ONT,1286,3.0,10.0,0,,0,,,,,
5198403,2008,9,7,7,1800.0,1755,1901.0,1900,MQ,3694,N706RG,61.0,65.0,39.0,1.0,5.0,FSM,DFW,228,12.0,10.0,0,,0,,,,,
6826681,2008,12,23,2,1237.0,1100,1556.0,1345,MQ,3638,N661MQ,199.0,165.0,147.0,131.0,97.0,MKE,DFW,853,19.0,33.0,0,,0,0.0,41.0,34.0,0.0,56.0
2341349,2008,4,28,1,918.0,920,1225.0,1230,B6,904,N183JB,127.0,130.0,105.0,-5.0,-2.0,ORD,JFK,740,7.0,15.0,0,,0,,,,,
2673774,2008,5,23,5,652.0,645,817.0,822,US,1583,N162UW,85.0,97.0,67.0,-5.0,7.0,PHL,CLT,448,6.0,12.0,0,,0,,,,,
6409924,2008,11,27,4,909.0,905,1146.0,1152,AS,619,N549AS,157.0,167.0,131.0,-6.0,4.0,LAS,SEA,866,4.0,22.0,0,,0,,,,,
4463930,2008,8,10,7,1557.0,1541,1905.0,1821,UA,315,N824UA,308.0,280.0,245.0,44.0,16.0,LGA,DEN,1619,8.0,55.0,0,,0,0.0,7.0,28.0,0.0,9.0
5197070,2008,9,26,5,839.0,840,940.0,950,MQ,3637,N692AE,61.0,70.0,45.0,-10.0,-1.0,DFW,XNA,281,4.0,12.0,0,,0,,,,,
3292861,2008,6,30,1,717.0,719,837.0,846,US,24,N834AW,80.0,87.0,58.0,-9.0,-2.0,PHX,LAX,370,7.0,15.0,0,,0,,,,,
5016515,2008,9,16,2,1218.0,1100,1337.0,1205,OO,3905,N821SK,139.0,125.0,98.0,92.0,78.0,SLC,SFO,599,5.0,36.0,0,,0,0.0,0.0,92.0,0.0,0.0
227401,2008,1,4,5,1643.0,1535,2000.0,1853,UA,342,N432UA,137.0,138.0,112.0,67.0,68.0,LAX,DEN,862,8.0,17.0,0,,0,67.0,0.0,0.0,0.0,0.0
4832616,2008,8,7,4,1635.0,1533,1941.0,1840,DL,1288,N983DL,126.0,127.0,94.0,61.0,62.0,MCI,ATL,692,10.0,22.0,0,,0,5.0,0.0,30.0,0.0,26.0
1490103,2008,3,23,7,1122.0,1125,1204.0,1214,DL,904,N387DA,102.0,109.0,78.0,-10.0,-3.0,SLC,SMF,532,7.0,17.0,0,,0,,,,,
5714764,2008,10,3,5,624.0,629,919.0,853,FL,587,N951AT,175.0,144.0,123.0,26.0,-5.0,EWR,ATL,745,8.0,44.0,0,,0,0.0,0.0,26.0,0.0,0.0
2138900,2008,4,3,4,2309.0,2250,121.0,100,FL,578,N331AT,132.0,130.0,100.0,21.0,19.0,ATL,EWR,745,7.0,25.0,0,,0,19.0,0.0,2.0,0.0,0.0
1433258,2008,3,14,5,1340.0,1345,1507.0,1454,UA,1487,N485UA,87.0,69.0,46.0,13.0,-5.0,LAS,LAX,236,2.0,39.0,0,,0,,,,,
3819933,2008,7,25,5,1054.0,1102,1242.0,1255,OO,5971,N918SW,108.0,113.0,90.0,-13.0,-8.0,MSO,DEN,679,9.0,9.0,0,,0,,,,,
2642491,2008,5,9,5,1640.0,1637,1908.0,1859,UA,1545,N490UA,208.0,202.0,184.0,9.0,3.0,FLL,ORD,1182,11.0,13.0,0,,0,,,,,
4515613,2008,8,17,7,1815.0,1815,2044.0,2110,US,703,N193UW,329.0,355.0,301.0,-26.0,0.0,PHL,LAX,2401,11.0,17.0,0,,0,,,,,
3644360,2008,7,15,2,828.0,830,933.0,935,WN,1790,N680AA,65.0,65.0,55.0,-2.0,-2.0,BUF,BWI,281,3.0,7.0,0,,0,,,,,
3861633,2008,7,12,6,717.0,650,1001.0,913,UA,1104,N371UA,164.0,143.0,116.0,48.0,27.0,DFW,ORD,802,5.0,43.0,0,,0,0.0,0.0,48.0,0.0,0.0
4846732,2008,9,3,3,1631.0,1635,1744.0,1755,WN,1366,N401WN,73.0,80.0,65.0,-11.0,-4.0,OKC,HOU,419,3.0,5.0,0,,0,,,,,
3855122,2008,7,19,6,908.0,859,1513.0,1459,UA,730,N530UA,245.0,240.0,217.0,14.0,9.0,SNA,ORD,1726,7.0,21.0,0,,0,,,,,
1175666,2008,3,3,1,1159.0,1150,1319.0,1305,WN,1075,N280WN,80.0,75.0,56.0,14.0,9.0,HOU,OKC,419,3.0,21.0,0,,0,,,,,
3314403,2008,6,28,6,759.0,805,1108.0,1130,EV,4160,N706EV,129.0,145.0,113.0,-22.0,-6.0,SAT,ATL,874,7.0,9.0,0,,0,,,,,
1427480,2008,3,25,2,1724.0,1725,1955.0,1957,UA,1143,N853UA,271.0,272.0,242.0,-2.0,-1.0,EWR,DEN,1605,7.0,22.0,0,,0,,,,,
653458,2008,2,17,7,735.0,725,935.0,925,WN,1372,N650SW,60.0,60.0,42.0,10.0,10.0,MDW,DTW,229,10.0,8.0,0,,0,,,,,
5434827,2008,10,18,6,852.0,850,1013.0,1025,WN,2050,N703SW,141.0,155.0,126.0,-12.0,2.0,MDW,DEN,895,7.0,8.0,0,,0,,,,,
6406239,2008,11,17,1,747.0,730,943.0,935,AS,641,N788AS,176.0,185.0,160.0,8.0,17.0,PHX,SEA,1107,4.0,12.0,0,,0,,,,,
2770274,2008,5,25,7,1816.0,1700,1858.0,1755,MQ,3129,N835AE,42.0,55.0,26.0,63.0,76.0,LAX,SAN,109,3.0,13.0,0,,0,61.0,0.0,0.0,0.0,2.0
3106423,2008,6,29,7,851.0,855,952.0,1002,XE,2051,N14943,61.0,67.0,47.0,-10.0,-4.0,IAH,BRO,308,5.0,9.0,0,,0,,,,,
6063449,2008,11,17,1,842.0,842,943.0,941,YV,7200,N650ML,61.0,59.0,36.0,2.0,0.0,IAD,PIT,183,7.0,18.0,0,,0,,,,,
4356530,2008,8,25,1,1238.0,1245,1448.0,1455,XE,2593,N14543,130.0,130.0,111.0,-7.0,-7.0,IAH,OMA,781,4.0,15.0,0,,0,,,,,
4993098,2008,9,29,1,600.0,600,708.0,723,OH,6484,N710CA,68.0,83.0,46.0,-15.0,0.0,RIC,LGA,292,13.0,9.0,0,,0,,,,,
3751000,2008,7,18,5,2238.0,1957,40.0,2201,YV,7074,N75995,62.0,64.0,40.0,159.0,161.0,ORD,MBS,222,5.0,17.0,0,,0,159.0,0.0,0.0,0.0,0.0
4849781,2008,9,4,4,1300.0,1300,1546.0,1545,WN,1180,N528SW,106.0,105.0,82.0,1.0,0.0,MDW,BWI,611,4.0,20.0,0,,0,,,,,
6741068,2008,12,16,2,1616.0,1610,1752.0,1752,DL,1943,N382DA,96.0,102.0,78.0,0.0,6.0,ATL,PBI,545,3.0,15.0,0,,0,,,,,
197669,2008,1,18,5,2228.0,2225,41.0,49,OO,6453,N760SK,73.0,84.0,56.0,-8.0,3.0,LAX,PHX,370,4.0,13.0,0,,0,,,,,
5788174,2008,10,14,2,1722.0,1720,1859.0,1854,NW,595,N377NW,217.0,214.0,197.0,5.0,2.0,MSP,PDX,1426,5.0,15.0,0,,0,,,,,
1737415,2008,3,23,7,1220.0,1225,2050.0,2048,B6,212,N536JB,330.0,323.0,300.0,2.0,-5.0,LGB,JFK,2465,12.0,18.0,0,,0,,,,,
1288057,2008,3,10,1,817.0,825,1025.0,1038,XE,2978,N12996,68.0,73.0,51.0,-13.0,-8.0,MDW,CLE,307,5.0,12.0,0,,0,,,,,
4828525,2008,8,4,1,1804.0,1815,1936.0,1939,DL,1093,N131DN,92.0,84.0,58.0,-3.0,-11.0,JAX,ATL,270,11.0,23.0,0,,0,,,,,
3442896,2008,6,13,5,1325.0,1310,1518.0,1502,NW,1215,N320NB,173.0,172.0,147.0,16.0,15.0,BDL,MSP,1050,6.0,20.0,0,,0,0.0,0.0,1.0,0.0,15.0
3343936,2008,6,18,3,1016.0,1026,1328.0,1345,F9,558,N942FR,132.0,139.0,114.0,-17.0,-10.0,SAN,DEN,853,5.0,13.0,0,,0,,,,,
6688717,2008,12,31,3,940.0,944,1113.0,1140,UA,1450,N482UA,93.0,116.0,80.0,-27.0,-4.0,PHX,DEN,602,5.0,8.0,0,,0,,,,,
5338848,2008,9,17,3,919.0,925,1030.0,1045,B6,52,N608JB,71.0,80.0,44.0,-15.0,-6.0,JFK,BTV,267,4.0,23.0,0,,0,,,,,
5102214,2008,9,25,4,1209.0,1209,1911.0,1912,US,570,N677AW,242.0,243.0,221.0,-1.0,0.0,PHX,TPA,1788,4.0,17.0,0,,0,,,,,
4103700,2008,7,28,1,2100.0,2045,2347.0,2340,AA,408,N509AA,107.0,115.0,86.0,7.0,15.0,ORD,PHL,678,4.0,17.0,0,,0,,,,,
1784770,2008,3,12,3,1800.0,1750,2113.0,2109,DL,1850,N907DL,193.0,199.0,145.0,4.0,10.0,LGA,TPA,1011,10.0,38.0,0,,0,,,,,
2838005,2008,5,20,2,1427.0,1435,1532.0,1549,NW,1510,N8986E,65.0,74.0,48.0,-17.0,-8.0,MEM,BTR,319,5.0,12.0,0,,0,,,,,
5699763,2008,10,19,7,1026.0,1030,1139.0,1155,EV,5591,N884AS,73.0,85.0,53.0,-16.0,-4.0,SDF,ATL,321,13.0,7.0,0,,0,,,,,
3135115,2008,6,14,6,2045.0,2045,2135.0,2132,YV,1043,N27314,50.0,47.0,37.0,3.0,0.0,ITO,HNL,216,5.0,8.0,0,,0,,,,,
1747813,2008,3,24,1,1727.0,1730,1940.0,2003,CO,359,N23708,193.0,213.0,173.0,-23.0,-3.0,DCA,IAH,1208,6.0,14.0,0,,0,,,,,
3399622,2008,6,6,5,553.0,600,550.0,600,MQ,4001,N843AE,57.0,60.0,43.0,-10.0,-7.0,FNT,ORD,223,7.0,7.0,0,,0,,,,,
4133616,2008,7,31,4,947.0,950,1057.0,1110,AA,1657,N3AXAA,130.0,140.0,99.0,-13.0,-3.0,ATL,DFW,732,17.0,14.0,0,,0,,,,,
661076,2008,2,19,2,656.0,700,849.0,850,WN,941,N326SW,113.0,110.0,89.0,-1.0,-4.0,RNO,SEA,564,7.0,17.0,0,,0,,,,,
3904992,2008,7,26,6,2315.0,2200,2342.0,2227,US,532,N160AW,87.0,87.0,56.0,75.0,75.0,SLC,LAS,368,9.0,22.0,0,,0,0.0,0.0,0.0,0.0,75.0
2437512,2008,5,17,6,1535.0,1540,1710.0,1720,WN,322,N372SW,95.0,100.0,81.0,-10.0,-5.0,SJC,PDX,569,3.0,11.0,0,,0,,,,,
1232686,2008,3,20,4,1106.0,1055,1134.0,1125,WN,2804,N232WN,88.0,90.0,76.0,9.0,11.0,JAX,BNA,484,5.0,7.0,0,,0,,,,,
6453177,2008,11,5,3,1650.0,1702,1924.0,2000,DL,1,N706TW,154.0,178.0,128.0,-36.0,-12.0,MCO,JFK,944,13.0,13.0,0,,0,,,,,
668406,2008,2,21,4,2107.0,2040,2240.0,2230,WN,1286,N244WN,93.0,110.0,79.0,10.0,27.0,SMF,SEA,605,4.0,10.0,0,,0,,,,,
1548106,2008,3,20,4,1111.0,1112,1327.0,1337,FL,151,N969AT,136.0,145.0,120.0,-10.0,-1.0,MIA,BWI,946,6.0,10.0,0,,0,,,,,
4702308,2008,8,11,1,1509.0,1512,1622.0,1625,9E,5648,89389E,73.0,73.0,39.0,-3.0,-3.0,MSP,DSM,232,15.0,19.0,0,,0,,,,,
2575036,2008,5,12,1,1000.0,1004,1048.0,1059,OO,6079,N958SW,48.0,55.0,31.0,-11.0,-4.0,ORD,ATW,160,4.0,13.0,0,,0,,,,,
3718720,2008,7,15,2,1637.0,1640,1825.0,1810,XE,2978,N16999,108.0,90.0,66.0,15.0,-3.0,CLE,CLT,430,31.0,11.0,0,,0,0.0,0.0,15.0,0.0,0.0
198937,2008,1,19,6,1336.0,1344,1424.0,1417,OO,6270,N912SW,108.0,93.0,67.0,7.0,-8.0,CLE,ORD,316,26.0,15.0,0,,0,,,,,
2667341,2008,5,18,7,1847.0,1853,2051.0,2108,US,208,N633AW,64.0,75.0,49.0,-17.0,-6.0,PHX,ABQ,328,5.0,10.0,0,,0,,,,,
4704230,2008,8,24,7,1917.0,1920,2129.0,2140,9E,5721,87369E,132.0,140.0,100.0,-11.0,-3.0,MEM,MSP,700,17.0,15.0,0,,0,,,,,
1657828,2008,3,16,7,1619.0,1620,1738.0,1740,9E,5915,80059E,79.0,80.0,56.0,-2.0,-1.0,MOB,MEM,317,10.0,13.0,0,,0,,,,,
1584786,2008,3,15,6,1912.0,1920,1930.0,1950,MQ,4047,N677AE,78.0,90.0,57.0,-20.0,-8.0,CVG,ORD,264,6.0,15.0,0,,0,,,,,
1797401,2008,4,5,6,1110.0,1055,1211.0,1200,WN,1269,N775SW,61.0,65.0,47.0,11.0,15.0,LAS,BUR,223,3.0,11.0,0,,0,,,,,
157004,2008,1,11,5,2115.0,2105,2200.0,2159,OH,5399,N379CA,105.0,114.0,84.0,1.0,10.0,CVG,MSP,596,10.0,11.0,0,,0,,,,,
2738471,2008,5,27,2,1444.0,1455,1630.0,1642,F9,231,N939FR,166.0,167.0,147.0,-12.0,-11.0,BNA,DEN,1013,9.0,10.0,0,,0,,,,,
